,Año,Actividad,Capital Federal,Gran Buenos Aires,Resto Bs As,Catamarca,Cordoba,Corrientes,Chaco,Chubut,Entre Rios,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquen,Rio Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucuman
358,2019-01-01,Cultivos y servicios agrícolas,"44,168,529","4,682,119","28,371,004","235,426","24,872,623","431,974","1,764,831","239,166","3,521,692","30,957","628,503","1,924,271","538,312","3,518,045","574,895","219,566","2,114,627","3,426,179","610,972","326,330","25,192","34,812,388","445,880","10,010","4,510,468"
359,2019-01-01,Cultivos agrícolas,"24,312,457","3,035,007","17,472,160","199,492","15,395,406","117,802","880,109","201,509","2,117,951","7,095","184,037","744,306","74,967","992,194","13,014","171,979","740,798","2,670,660","390,354","215,274","14,441","28,491,272","184,181",20,"3,031,012"
360,2019-01-01,"Cereales, oleaginosas y forrajeras","21,417,729","2,768,011","16,397,979","68,546","14,933,723","79,222","875,726","157,509","1,951,264","6,239","74,180","740,915","60,499","196,347","9,143","16,406","66,248","1,726,152","17,867","211,167","11,069","28,280,239","179,547",16,"846,678"
361,2019-01-01,"Hortalizas, leg., flores y plantas ornam.","1,199,319","225,463","1,021,675","127,118","450,296","20,115","4,205","19,593","25,362",582,"90,314","3,060","5,604","389,690","2,861","3,232","28,100","648,533","337,480","3,289",-,"196,267","1,862",4,"173,327"
362,2019-01-01,Frutas -exc. vid para vinificar- y nueces,"1,695,409","41,533","52,505","3,828","11,387","18,466",177,"24,407","141,326",274,"19,543",331,"8,863","406,158","1,009","152,341","646,450","295,975","35,007",817,"3,372","14,765","2,772",-,"2,011,007"
363,2019-01-01,Cultivos industriales (9),"12,873,099","136,490","5,730,710","31,975","6,374,837","212,102","538,225","29,327","1,076,569","15,414","413,060","825,479","462,288","2,412,034","331,170","37,392","71,905","531,430","197,529","50,764","5,145","4,037,115","139,352","1,075","804,941"
364,2019-01-01,Plantas para la obtención de fibras,"150,846","10,249","42,984",-,"306,872","1,341","290,061",358,"1,198","1,618",-,-,-,929,6,211,-,701,688,720,74,"9,848","26,281",670,"155,470"
365,2019-01-01,Plantas sacaríferas,"163,770",337,20,15,423,39,111,-,-,-,"11,758",-,9,-,542,-,6,"86,493","1,400",161,-,"2,084",223,-,"388,930"
366,2019-01-01,Vid para vinificar,"865,740","2,036","1,134","19,786",578,-,-,118,450,-,-,-,"185,805","2,309,081",-,"16,833","12,583","46,162","187,406",582,-,"7,875",123,-,"7,451"
367,2019-01-01,Plantas para preparar bebidas,"75,337",286,768,-,"16,464","5,119",393,-,42,-,-,-,-,-,"216,212",-,22,8,-,-,-,89,-,27,"4,334"
368,2019-01-01,Tabaco,"184,763","47,110","2,546",282,"2,436","3,703",303,116,156,-,"380,731",56,381,175,"8,231",1,105,"112,288",21,-,-,662,8,-,"9,487"
369,2019-01-01,Especias y plantas arom. y medicinales,"5,125","17,958",430,21,"3,046",45,33,-,449,-,446,-,140,726,"5,853",37,-,792,-,-,-,"3,326",134,-,302
370,2019-01-01,Otros cultivos industriales,"11,427,517","58,513","5,682,827","11,870","6,045,018","201,855","247,324","28,735","1,074,273","13,797","20,125","825,423","275,953","101,122","100,326","20,311","59,189","284,986","8,012","49,301","5,071","4,013,231","112,582",378,"238,965"
371,2019-01-01,Producción de semillas (10),"488,323","987,665","1,665,512",206,"106,158",764,"1,732","1,686","2,795",-,210,128,1,"8,784",15,"1,684",408,"2,935","8,629",541,319,"232,854",1,-,"213,934"
372,2019-01-01,Servicios agrícolas,"6,494,650","522,957","3,502,622","3,754","2,996,221","101,305","344,766","6,644","324,376","8,448","31,197","354,357","1,057","105,032","230,696","8,512","1,301,516","221,154","14,460","59,751","5,288","2,051,146","122,347","8,915","460,581"
373,2019-01-01,Cría de animales y servicios pecuarios (11),"32,827,932","3,173,615","9,708,892","11,288","6,083,239","1,911,103","337,950","158,276","1,792,617","108,204","35,825","1,801,619","2,736","2,154,571","55,728","92,811","205,248","843,715","101,499","1,098,923","55,694","5,251,309","30,050","3,270","484,514"
374,2019-01-01,Cría de ganado (12),"30,023,837","3,056,449","9,023,726","8,877","5,648,627","1,895,011","319,797","151,699","1,159,657","107,312","3,624","1,740,902","2,734","2,070,090","41,843","90,228","195,604","835,304","89,157","1,091,574","54,112","4,997,325","22,894","2,692","465,650"
375,2019-01-01,Bovino (13),"18,455,243","1,987,365","7,087,435","4,338","2,050,701","1,554,462","281,797","35,705","744,888","107,231","1,431","1,689,630","2,333","182,032","23,177","61,534","168,395","786,090","35,736","858,931","1,876","2,233,471","16,827","1,249","50,633"
376,2019-01-01,Ovino (14),"822,308","95,186","28,624",-,"12,437","1,102","1,173","39,060","2,823",-,-,"1,389",387,438,-,"5,206","5,108",158,-,36,"44,500","8,173",-,815,"3,509"
377,2019-01-01,Porcino (15),"370,870","16,880","222,986",761,"403,344","34,405","22,267","1,458","90,941",-,"1,372",233,-,"1,174","16,637","4,390",946,"10,607","2,788",856,240,"117,227","1,248",142,"2,345"
378,2019-01-01,Equino (16),"48,747",762,"18,863",-,"1,530",35,-,-,530,-,-,6,-,558,-,17,11,305,-,-,-,"1,577",2,191,"1,388"
379,2019-01-01,Caprino (17),"5,261",134,"5,023",-,"4,563",2,-,-,"1,489",-,143,-,-,-,-,126,-,-,10,20,"7,366",305,-,-,421
380,2019-01-01,En cabañas y haras (18),"137,450","16,952","168,802",187,"49,091","5,809","7,328",304,"5,252",-,173,377,-,"1,133",131,"1,438","2,102","3,001",35,"1,117",-,"8,449",-,-,"1,809"
381,2019-01-01,Producción de leche (19),"1,707,894","21,827","1,015,928","3,076","1,438,855",245,321,38,"178,456",-,-,"39,569",14,69,-,1,"9,824","10,535","1,081","3,169",-,"2,422,048","1,310",-,"6,502"
382,2019-01-01,Producción de lana y pelos de ganado,595,"19,723",48,-,"2,282",-,4,"1,209",-,-,-,-,-,-,-,-,311,-,-,-,90,8,-,-,49
383,2019-01-01,Otros,"8,475,468","897,622","476,017",514,"1,685,826","298,951","6,907","73,925","135,279",81,504,"9,697",-,"1,884,685","1,899","17,515","8,907","24,609","49,507","227,444",39,"206,068","3,506",294,"398,993"
384,2019-01-01,Servicios pecuarios (exc. los veterinarios),"1,822,657","75,234","447,240","1,369","305,113","13,831","13,891","6,038","147,730",890,567,"56,871",-,"53,719","13,885","2,019","3,389","6,982","9,013","5,941","1,198","192,912","7,035",191,"11,856"
385,2019-01-01,Producc. de granja y cría de animales (20),"981,439","41,932","237,926","1,041","129,499","2,262","4,261",539,"485,230",2,"31,634","3,846",2,"30,761",-,564,"6,254","1,428","3,329","1,408",383,"61,073",121,387,"7,008"
386,2019-01-01,"Caza, captura de animales vivos y silvicultura","276,461","149,228","22,572",7,"63,342","42,216","68,555","1,388","15,487",314,"1,611","2,176",-,"8,514","144,057","2,666",583,"6,966",896,488,510,"16,572","9,500","1,355","4,240"
387,2019-01-01,Caza y captura de animales vivos (21),"4,569","4,253",459,-,"55,899",66,10,138,502,-,-,17,-,23,-,42,8,94,-,-,-,238,37,-,-
388,2019-01-01,"Silvicultura, extracción de madera (22)","271,892","144,974","22,113",7,"7,444","42,150","68,545","1,250","14,985",314,"1,611","2,159",-,"8,491","144,057","2,624",575,"6,872",896,488,510,"16,334","9,463","1,355","4,240"
389,2019-01-01,Pesca (23),"762,892","38,851","939,700",-,"2,625","10,045","1,105","778,655","10,904",53,81,134,-,"5,859",384,569,"1,923",252,"39,279",1,"2,752","15,035",18,"2,488",9
390,2019-01-01,Explotación de minas y canteras,"82,960,071","521,347","380,252","14,628","596,942","37,029","8,454","1,097,745","66,361",127,"200,547","54,485","2,628","720,608","13,887","4,505,136","118,623","79,505","287,724","40,991","183,040","461,003","25,283","24,861","664,433"
391,2019-01-01,"Extracción de carbón, lignito y turba","2,891,267","180,429","70,664","12,460","245,135","29,978","5,110","46,079","49,519",-,"1,167","19,036",-,"54,725","3,101","61,269","19,012","12,184","27,532","10,348","42,225","203,562","9,216","2,661","26,198"
392,2019-01-01,Extracción de petróleo crudo y gas natural (24),"62,707,148","34,893","18,389",391,"11,891",906,411,"917,828",858,-,"2,143","11,117","1,328","184,983",137,"4,365,737","75,956","8,821",789,640,"108,178","1,569",348,"17,650","1,899"
393,2019-01-01,Extracción de minerales de uranio y torio,"22,397",302,"3,849",-,14,-,60,668,"1,525",-,703,-,-,533,-,5,-,422,-,-,-,148,-,-,561
394,2019-01-01,Extracción de minerales metalíferos,"1,087,717","5,893","7,848",38,"2,660",93,"1,139","5,365",130,-,"2,403",-,-,"2,735",270,"4,343",369,"1,289","137,334",248,"4,002","1,592",605,-,"2,825"
395,2019-01-01,Otros,"16,251,542","299,830","279,501","1,739","337,243","6,051","1,734","127,805","14,329",127,"194,132","24,332","1,299","477,632","10,379","73,782","23,286","56,788","122,068","29,756","28,634","254,133","15,113","4,550","632,951"
396,2019-01-01,Industria manufacturera,"259,758,446","50,143,822","25,783,090","101,749","21,467,113","981,111","683,261","1,103,727","3,484,723","97,989","2,162,095","706,785","711,691","8,120,145","3,800,373","1,460,115","1,049,767","2,891,076","1,007,995","801,555","175,104","43,659,040","285,229","3,755,233","3,821,232"
397,2019-01-01,Elaboración de productos alimenticios y bebidas,"76,368,016","8,909,505","9,537,278","65,540","7,016,174","610,864","114,632","218,995","2,583,964","28,603","1,120,428","444,036","522,003","6,740,082","2,587,715","160,254","659,016","1,533,383","489,041","11,908","115,959","22,845,168","112,838","15,004","2,558,191"
398,2019-01-01,Prod. y proc. de carnes y vegetales (25),"41,768,053","3,622,474","4,254,743","62,985","3,309,308","52,773","30,530","159,595","2,171,336","3,361","27,679","244,913","321,825","1,030,435","1,446,606","94,080","404,236","1,113,214","360,342","5,557","96,490","17,160,814","15,060","3,561","1,838,989"
399,2019-01-01,Elaboración de productos lácteos,"2,594,295","409,182","161,598",-,"942,826",95,959,"5,617","27,189",-,248,243,204,"6,561","1,266","3,442",693,"5,175","17,933",216,"2,881","4,266,438",89,267,"1,794"
400,2019-01-01,Elaboración de productos de molinería (26),"6,493,886","2,471,289","3,970,406",314,"430,762","5,849","51,475","30,242","100,712","1,463","2,016","180,760",83,"15,939","4,299","3,857","56,948","100,171","47,356",692,"12,009","453,708",565,"1,956","1,308"
401,2019-01-01,Elaboración de bebidas,"9,123,444","1,756,118","548,335","1,621","721,633","14,996","3,820","13,797","207,190","22,820",815,"9,456","187,682","5,487,781","3,130","45,377","183,792","158,795","59,598","2,620","2,873","26,123","35,631","2,227","143,371"
402,2019-01-01,Otros,"16,388,338","650,442","602,195",621,"1,611,645","537,151","27,847","9,743","77,538",958,"1,089,669","8,663","12,210","199,364","1,132,413","13,498","13,347","156,027","3,812","2,823","1,707","938,084","61,493","6,993","572,730"
403,2019-01-01,Fabricación de productos textiles y de cuero,"15,946,244","4,466,470","1,087,717","8,491","396,399","118,107","219,833","588,998","76,457","36,024","4,887","6,059","141,647","117,313","22,823","12,990","11,808","13,504","54,388","75,222","3,338","1,156,895","22,863","194,129","19,861"
404,2019-01-01,Productos textiles,"6,417,055","1,416,457","601,023","2,136","172,789","112,234","213,816","583,050","32,512","34,420",880,"5,179",259,"35,172","1,409","7,516","6,374","7,586","19,502","4,665","1,942","775,587",356,"69,957","5,533"
405,2019-01-01,Prendas de vestir (27),"4,008,772","1,183,292","440,802","5,625","170,739","5,325","4,555","4,363","37,794",19,"2,747",622,541,"78,187","21,089","2,292","5,020","4,999","29,573","69,383",590,"172,252","1,124","86,473","11,281"
406,2019-01-01,Curtido y terminación de cueros (28),"5,520,416","1,866,722","45,893",730,"52,871",549,"1,462","1,585","6,152","1,586","1,259",258,"140,847","3,954",324,"3,183",414,919,"5,313","1,174",806,"209,057","21,383","37,699","3,048"
407,2019-01-01,Fabricación de sustancias y productos químicos,"45,152,989","10,541,638","5,073,925","1,633","2,638,889","27,099","24,183","34,501","92,744","12,914","1,542","2,620","1,311","119,975","10,913","3,426","14,518","497,484","202,536","499,570","5,482","1,890,929",992,"74,729","366,367"
408,2019-01-01,"Fabricación de maquinaria, equipos e instrumentos","20,334,296","3,646,181","1,874,696","8,052","3,692,706","7,448","54,626","16,138","107,699","1,335","4,674","95,036","10,450","296,863","15,735","170,645","161,903","39,510","26,132","41,723","4,862","5,305,962","42,537","3,010,699","67,593"
409,2019-01-01,Fabricación de maquinaria y equipo,"19,737,041","3,420,649","1,743,161","7,406","3,445,994","6,905","53,548","14,719","66,478","1,335","3,914","94,218",917,"291,075","12,925","168,060","153,395","37,789","25,875","11,256","3,116","5,167,670","42,263","3,008,859","67,061"
410,2019-01-01,"Maq. de oficina, contabilidad e informática","4,997,609","588,708","675,857",1,"311,515",88,114,838,836,95,"1,189","3,912",92,"41,797",108,"2,363","1,615",494,"1,636","1,494",36,"288,981",111,"296,640",869
411,2019-01-01,"Radio, televisión y comunicaciones","5,726,936","194,043","10,329",5,"15,580","1,647",497,992,563,-,110,5,-,623,"3,635",13,12,446,60,971,301,"48,085",46,"2,550,030",282
412,2019-01-01,Maquinarias y aparatos eléctricos (29),"1,767,445","1,217,720","147,717","5,823","370,347",506,"3,579","5,157","19,544",-,629,968,186,"170,104",510,"107,719","5,843","6,138",817,"1,467",22,"1,382,377",467,"92,844","19,291"
413,2019-01-01,Otras maquinarias y equipos,"7,245,050","1,420,178","909,258","1,577","2,748,553","4,665","49,358","7,732","45,534","1,240","1,986","89,332",639,"78,550","8,672","57,964","145,926","30,711","23,362","7,323","2,757","3,448,227","41,639","69,344","46,619"
414,2019-01-01,"Instrum. médicos, ópticos y de precisión (30)","597,255","225,532","131,534",646,"246,713",542,"1,078","1,419","41,221",-,759,818,"9,532","5,789","2,810","2,585","8,508","1,721",257,"30,467","1,746","138,292",274,"1,840",532
415,2019-01-01,Fabricación de vehículos y equipo de transporte,"28,457,204","6,468,663","983,191",152,"4,430,787",279,"75,620","17,840","111,214",553,224,"1,453",-,"13,213","2,395","4,221","17,495",700,"15,084",139,"7,694","3,243,302","2,047","54,361","2,401"
416,2019-01-01,"Automotores, remolques y semirremolques","18,515,854","6,045,520","881,766",152,"2,715,537",96,"7,388","3,828","82,602",-,195,66,-,"8,930","2,395","4,192","16,842",621,"14,299",138,"1,371","2,301,539","2,046","53,621","1,565"
417,2019-01-01,Equipo de transporte,"9,941,350","423,143","101,424",-,"1,715,250",183,"68,232","14,012","28,613",553,29,"1,387",-,"4,283",-,29,653,79,785,1,"6,322","941,763",1,740,836
418,2019-01-01,Otros,"73,499,695","16,111,363","7,226,284","17,881","3,292,157","217,314","194,367","227,254","512,645","18,559","1,030,342","157,580","36,279","832,697","1,160,793","1,108,578","185,028","806,495","220,815","172,993","37,770","9,216,783","103,951","406,311","806,821"
419,2019-01-01,Elaboración de productos de tabaco,"1,572,997","20,883","2,086",-,"2,727","1,595",-,-,119,519,"1,008,169","2,174",-,599,"457,270",825,"22,803","571,188",3,539,34,"1,156",495,94,639
420,2019-01-01,Producción de madera (31),"1,363,653","296,728","170,383","6,621","225,985","167,758","24,006","47,356","193,836","3,157","3,038","16,839","18,788","92,294","552,008","7,425","18,489","33,574","14,812","4,156","2,506","114,828","1,923","10,705","14,777"
421,2019-01-01,Fabricación de papel y de productos de papel,"8,046,789","2,794,346","829,242",168,"363,290",308,558,"2,828","5,818",-,"3,688",504,55,"17,744","2,626","49,173","4,780",747,"8,663","24,136",-,"676,025",261,"2,746","39,511"
422,2019-01-01,Edición e impresión (32),"2,481,512","847,760","128,414","1,524","120,547","7,505","9,421","19,646","17,464",816,"3,670","5,989",284,"91,044","10,126","28,021","3,902","43,363","10,384","8,132","2,344","70,023","3,614","6,177","9,700"
423,2019-01-01,Refinación del petróleo y comb. nuclear (33),"22,327,897","526,264","48,458","2,076","26,247","5,007","10,376","41,224","1,953",233,336,"20,830","1,470","56,998","4,021","885,481",36,"17,242",376,"3,892","1,619","194,103","45,069","5,445","552,836"
424,2019-01-01,Fabricación de prod. de caucho y plástico,"8,685,582","5,717,047","1,200,250",394,"809,850","1,858","21,472","4,708","96,435",93,"1,405","15,429","7,234","131,754","10,230","4,568","24,407","20,194","31,618","55,100",45,"812,756","4,085","364,177","21,455"
425,2019-01-01,Fabricación de prod. minerales no metálicos,"3,097,621","1,810,770","700,818","5,377","178,601","12,894","86,570","34,273","26,105","5,642","1,282","19,073",725,"74,518","33,713","37,760","77,811","47,398","82,890","32,434","3,330","474,071","14,240","9,839","82,840"
426,2019-01-01,Fabricación de metales comunes,"18,081,388","899,877","2,284,066",54,"469,513",44,"2,692","29,693","25,056","2,617","3,701","33,673",161,"147,764","11,665","4,563","2,254","5,214","12,939","1,639",223,"2,481,457",668,100,"46,209"
427,2019-01-01,Fabricación de prod. elaborados de metal (34),"5,243,348","2,384,045","735,650",403,"501,880","11,338","9,326","30,328","101,077","4,620","1,234","38,490",158,"140,023","41,864","58,211","18,285","12,777","42,417","11,322","8,449","4,018,131","2,220","3,329","30,868"
428,2019-01-01,Reciclamiento,"597,241","80,499","38,297",-,"7,530",807,61,795,"28,382",-,1,-,1,"2,418",-,"5,214",1,"1,148","11,113","22,384","16,449","5,739",35,"2,203",113
429,2019-01-01,Otras industrias manufactureras (35),"2,001,668","733,144","1,088,620","1,264","585,987","8,201","29,885","16,404","16,400",862,"3,815","4,579","7,402","77,540","37,268","27,339","12,259","53,650","5,600","9,260","2,772","368,494","31,341","1,495","7,873"
