,Año,Actividad,Capital Federal,Gran Buenos Aires,Resto Bs As,Catamarca,Cordoba,Corrientes,Chaco,Chubut,Entre Rios,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquen,Rio Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucuman
246,2019-03-01,Plantas para la obtención de fibras,"151,696","10,255","43,116",-,"307,927","1,355","291,786",361,"1,207","1,512",-,-,-,936,6,213,-,706,693,725,75,"9,919","26,429",675,"156,258"
247,2019-03-01,Plantas sacaríferas,"164,714",340,20,14,426,39,36,-,-,-,"11,843",-,9,-,546,-,-,"86,647","1,411",162,-,"2,099",225,-,"394,629"
248,2019-03-01,Vid para vinificar,"797,757","2,048","1,143","19,891",582,-,-,119,453,-,-,-,"187,154","2,398,883",-,"16,921","12,666","46,499","186,684",604,-,"7,931",124,-,"7,486"
249,2019-03-01,Plantas para preparar bebidas,"37,906",288,774,-,"16,516","5,156",332,-,42,-,-,-,-,-,"217,651",-,3,8,-,-,-,90,-,-,"4,366"
250,2019-03-01,Tabaco,"185,044","47,437","2,544",203,"2,453","3,691",305,-,135,-,"382,817",56,384,176,"8,290",1,23,"114,078",21,-,-,642,8,-,"9,509"
251,2019-03-01,Especias y plantas arom. y medicinales,"4,993","16,631",433,21,"3,068",47,33,-,452,-,449,-,141,731,"5,869",37,-,798,-,-,-,"3,350",135,-,304
252,2019-03-01,Otros cultivos industriales,"11,662,724","58,929","5,721,231","11,953","6,080,620","203,335","249,796","28,947","1,081,602","13,905","20,199","831,028","276,708","101,731","100,796","20,371","59,619","286,089","8,194","49,655","5,134","4,037,556","113,234",381,"240,057"
253,2019-03-01,Producción de semillas (10),"490,233","987,352","1,656,641",207,"108,973",770,"1,739","1,524","2,815",-,212,129,1,"8,846",15,"1,696",313,"2,956","8,662",545,321,"226,509",1,-,"215,384"
254,2019-03-01,Servicios agrícolas,"6,983,380","534,295","3,531,609","3,782","3,033,979","101,866","346,678","6,379","327,353","8,442","31,302","356,476",766,"104,923","231,310","7,986","1,304,159","207,878","14,459","60,108","5,185","2,046,712","123,667","9,008","463,955"
255,2019-03-01,Cría de animales y servicios pecuarios (11),"32,602,845","3,105,558","9,733,183","11,370","6,122,618","1,919,905","338,360","161,778","1,820,121","108,938","36,082","1,813,820","2,765","2,165,637","56,147","94,937","205,380","847,202","102,198","1,102,266","56,103","5,263,783","30,488","3,302","487,475"
256,2019-03-01,Cría de ganado (12),"29,762,746","2,987,549","9,041,407","8,942","5,688,689","1,903,706","320,104","155,092","1,149,515","108,040","3,649","1,752,789","2,763","2,080,628","42,150","92,333","195,069","838,728","89,748","1,094,872","54,497","5,006,446","23,280","2,712","468,475"
257,2019-03-01,Bovino (13),"18,239,446","1,907,963","7,089,780","4,371","2,063,297","1,561,726","281,884","37,611","752,532","108,040","1,441","1,700,710","2,359","184,145","23,349","63,637","168,658","789,051","35,994","860,791","1,906","2,249,130","17,170","1,259","51,011"
258,2019-03-01,Ovino (14),"925,566","95,428","28,854",-,"12,526","1,117","1,182","39,957","2,843",-,-,"1,398",390,441,-,"5,241","5,458",159,-,36,"44,843","8,228",-,821,"3,534"
259,2019-03-01,Porcino (15),"373,548","16,943","224,078",767,"408,114","34,652","22,404","1,486","72,089",-,"1,382",212,-,"1,183","16,756","4,422",925,"10,851","2,809",628,198,"113,387","1,258",143,"2,362"
260,2019-03-01,Equino (16),"48,898",770,"18,974",-,"1,542",35,-,-,534,-,-,6,-,562,-,17,12,307,-,-,-,"1,588",2,192,"1,398"
261,2019-03-01,Caprino (17),"5,251",135,"5,059",-,"4,595",2,-,-,"1,499",-,144,-,-,-,-,127,-,-,10,20,"7,419",307,-,-,424
262,2019-03-01,En cabañas y haras (18),"138,042","21,076","169,628",188,"49,362","5,188","7,382",306,"5,290",-,174,362,-,"1,144",132,"1,449","1,966","3,023",35,"1,125",-,"8,507",-,-,"1,822"
263,2019-03-01,Producción de leche (19),"1,718,643","22,063","1,026,612","3,098","1,451,192",247,323,38,"178,961",-,-,"39,924",14,70,-,2,"9,981","10,612","1,089","3,191",-,"2,418,379","1,333",-,"6,549"
264,2019-03-01,Producción de lana y pelos de ganado,548,"19,865",48,-,"2,298",-,4,"1,336",-,-,-,-,-,-,-,-,144,-,-,-,91,8,-,-,49
265,2019-03-01,Otros,"8,312,804","903,307","478,373",518,"1,695,762","300,738","6,926","74,358","135,766",-,508,"10,177",-,"1,893,083","1,912","17,438","7,926","24,724","49,810","229,081",39,"206,912","3,516",296,"401,325"
266,2019-03-01,Servicios pecuarios (exc. los veterinarios),"1,860,633","75,712","450,769","1,379","307,123","13,908","13,964","6,087","148,435",897,571,"57,177",-,"54,012","13,997","2,035","3,427","7,033","9,085","5,970","1,207","195,250","7,086",192,"11,941"
267,2019-03-01,Producc. de granja y cría de animales (20),"979,465","42,297","241,006","1,049","126,806","2,291","4,292",599,"522,171",2,"31,861","3,856",2,"30,998",-,569,"6,883","1,441","3,364","1,424",399,"62,087",122,398,"7,059"
268,2019-03-01,"Caza, captura de animales vivos y silvicultura","280,072","159,654","22,677",7,"64,567","42,454","69,001","1,440","15,529",324,"1,623","2,191",1,"8,553","144,809","2,581",634,"7,049",903,495,420,"16,567","11,929","1,365","4,280"
269,2019-03-01,Caza y captura de animales vivos (21),"4,414","4,349",465,-,"56,043",66,10,139,506,-,-,17,-,23,-,42,11,95,-,-,-,240,37,-,-
270,2019-03-01,"Silvicultura, extracción de madera (22)","275,658","155,305","22,212",7,"8,524","42,387","68,991","1,301","15,023",324,"1,623","2,174",1,"8,530","144,809","2,539",623,"6,954",903,495,420,"16,327","11,892","1,365","4,280"
271,2019-03-01,Pesca (23),"674,730","39,088","982,983",-,"2,638","10,126","1,113","724,430","10,967",53,82,135,-,"5,901",387,325,"1,962",254,"39,562",1,"2,773","15,081",18,"2,515",9
272,2019-03-01,Explotación de minas y canteras,"83,271,107","524,550","383,002","14,592","599,776","37,275","8,515","1,051,431","66,867",128,"201,104","54,922","2,660","715,218","13,991","4,521,484","118,737","80,409","288,991","41,279","197,106","463,156","27,960","25,043","668,435"
273,2019-03-01,"Extracción de carbón, lignito y turba","2,903,381","181,725","71,172","12,552","245,991","30,194","5,146","46,410","49,875",-,"1,176","19,173",-,"55,118","3,123","61,689","19,149","12,272","27,730","10,422","42,529","204,888","9,282","2,685","26,386"
274,2019-03-01,Extracción de petróleo crudo y gas natural (24),"62,936,038","35,146","18,527",394,"11,976",913,414,"870,070",864,-,"2,158","11,231","1,338","177,146",138,"4,381,113","75,397","8,887",795,645,"121,696","1,580",351,"17,776","1,912"
275,2019-03-01,Extracción de minerales de uranio y torio,"22,454",304,"3,010",-,14,-,60,673,"1,535",-,708,-,-,537,-,5,-,921,-,-,-,149,-,-,565
276,2019-03-01,Extracción de minerales metalíferos,"1,095,409","5,935","7,904",38,"2,679",94,"1,148","5,304",131,-,"2,420",-,-,"2,755",272,"4,375",372,"1,298","137,773",250,"4,031","1,603",610,-,"2,845"
277,2019-03-01,Otros,"16,313,826","301,440","282,389","1,608","339,117","6,074","1,746","128,973","14,461",128,"194,643","24,517","1,322","479,662","10,457","74,302","23,819","57,030","122,692","29,963","28,850","254,935","17,718","4,582","636,725"
278,2019-03-01,Industria manufacturera,"260,993,811","48,108,143","25,820,110","102,343","20,697,677","988,287","691,719","1,102,820","3,535,027","98,640","2,168,746","706,891","718,873","8,105,962","3,824,970","1,462,835","1,101,868","2,838,592","1,005,954","762,882","176,008","43,856,093","299,348","3,843,448","3,836,764"
279,2019-03-01,Elaboración de productos alimenticios y bebidas,"77,883,272","9,148,702","9,174,630","65,781","6,941,094","615,457","115,343","220,415","2,595,378","28,786","1,123,999","442,605","528,388","6,716,584","2,616,359","160,864","665,481","1,473,677","479,598","11,878","116,324","22,908,415","118,194","14,849","2,571,832"
280,2019-03-01,Prod. y proc. de carnes y vegetales (25),"43,180,528","3,764,530","3,901,862","63,201","3,320,905","52,990","30,798","160,300","2,180,149","3,385","27,801","241,923","323,776","1,035,053","1,454,982","94,394","406,386","1,131,552","349,328","5,597","96,688","17,230,039","15,130","3,591","1,849,933"
281,2019-03-01,Elaboración de productos lácteos,"2,588,566","411,892","162,737",-,"940,939",96,966,"5,657","27,422",-,250,349,206,"6,608","1,276","3,467",700,"5,212","18,062",225,"2,902","4,253,209",90,269,"1,807"
282,2019-03-01,Elaboración de productos de molinería (26),"6,366,516","2,456,257","3,963,889",315,"436,390","5,931","51,761","30,664","101,503","1,474","2,030","182,058",87,"16,034","4,479","3,640","60,348","20,333","47,757",696,"12,115","454,618",547,"2,012","1,354"
283,2019-03-01,Elaboración de bebidas,"9,375,452","1,742,991","552,295","1,631","698,292","15,069","3,860","13,949","208,616","22,984",824,"9,523","191,037","5,458,914","3,153","45,694","184,462","159,324","60,539","2,646","2,927","29,376","35,888","2,263","143,997"
284,2019-03-01,Otros,"16,372,209","773,032","593,846",633,"1,544,567","541,371","27,957","9,845","77,689",943,"1,093,093","8,752","13,283","199,974","1,152,470","13,668","13,585","157,255","3,913","2,715","1,693","941,173","66,539","6,714","574,742"
285,2019-03-01,Fabricación de productos textiles y de cuero,"15,999,455","4,521,677","1,092,293","8,551","416,591","118,914","224,352","579,321","74,121","36,288","4,920","6,104","142,019","117,765","22,996","13,186","12,091","13,636","54,879","75,616","3,351","1,167,827","19,499","196,225","20,024"
286,2019-03-01,Productos textiles,"6,493,273","1,454,825","601,652","2,150","191,397","112,973","215,497","573,330","29,801","34,667",886,"5,216",261,"35,111","1,429","7,660","6,477","7,639","19,787","4,538","1,960","779,192",359,"70,989","5,586"
287,2019-03-01,Prendas de vestir (27),"4,032,446","1,192,937","443,372","5,665","169,790","5,387","4,569","4,396","38,119",24,"2,766",628,545,"78,670","21,241","2,357","5,262","5,044","29,743","69,895",575,"172,900","1,135","87,265","11,368"
288,2019-03-01,Curtido y terminación de cueros (28),"5,473,736","1,873,915","47,269",736,"55,404",553,"4,286","1,596","6,201","1,597","1,268",260,"141,213","3,984",326,"3,169",352,953,"5,349","1,183",816,"215,735","18,005","37,970","3,070"
289,2019-03-01,Fabricación de sustancias y productos químicos,"43,828,608","10,271,553","5,111,442","1,644","2,640,869","27,203","24,502","34,750","116,104","13,008","1,610","2,639","1,321","120,425","11,001","3,516","14,863","499,418","203,527","500,887","5,521","1,912,205","1,424","75,271","369,921"
290,2019-03-01,"Fabricación de maquinaria, equipos e instrumentos","20,494,223","3,620,669","1,889,575","8,110","3,703,648","7,522","54,997","16,272","107,404","1,345","4,964","95,387","10,537","299,224","15,728","172,018","162,942","39,336","27,562","42,037","4,907","5,182,720","42,886","3,107,219","68,079"
291,2019-03-01,Fabricación de maquinaria y equipo,"19,893,152","3,393,328","1,757,041","7,459","3,456,043","6,976","53,911","14,800","65,915","1,345","4,199","94,562",936,"293,393","12,897","169,415","154,389","37,603","27,299","11,338","3,135","5,046,489","42,610","3,106,110","67,543"
292,2019-03-01,"Maq. de oficina, contabilidad e informática","5,011,134","592,047","678,246",1,"312,319",110,115,844,843,96,"1,198","3,940",93,"41,981",110,"2,418","1,626",498,"1,647","1,505",36,"294,254",174,"290,441",877
293,2019-03-01,"Radio, televisión y comunicaciones","5,673,694","165,388","10,378",5,"15,652","1,658",501,999,567,-,111,5,-,628,"3,661",13,12,449,60,978,303,"48,492",46,"2,630,006",284
294,2019-03-01,Maquinarias y aparatos eléctricos (29),"1,813,891","1,202,210","153,635","5,865","373,592",510,"3,605","5,194","19,678",-,634,"1,004",199,"171,140",514,"108,601","5,885","6,182",823,"1,478",22,"1,518,248",471,"115,819","19,428"
295,2019-03-01,Otras maquinarias y equipos,"7,394,433","1,433,683","914,782","1,588","2,754,480","4,698","49,691","7,762","44,826","1,249","2,257","89,613",644,"79,646","8,612","58,382","146,866","30,474","24,768","7,376","2,774","3,185,495","41,919","69,843","46,954"
296,2019-03-01,"Instrum. médicos, ópticos y de precisión (30)","601,071","227,341","132,534",651,"247,605",546,"1,086","1,472","41,489",-,765,824,"9,601","5,830","2,830","2,603","8,554","1,733",263,"30,700","1,771","136,230",276,"1,109",536
297,2019-03-01,Fabricación de vehículos y equipo de transporte,"30,104,706","4,478,215","1,508,451",153,"3,658,121",283,"76,087","17,926","113,200",557,226,"1,455",-,"13,387","2,412","4,160","55,875",705,"15,193","5,811","7,014","3,260,027","2,062","54,753","2,360"
298,2019-03-01,"Automotores, remolques y semirremolques","19,557,652","3,992,704","1,315,781",153,"1,888,119",99,"7,441","3,890","84,381",-,196,66,-,"8,776","2,412","4,132","55,071",626,"14,402",139,"1,393","2,343,740","2,060","54,007","1,562"
299,2019-03-01,Equipo de transporte,"10,547,055","485,511","192,670",-,"1,770,002",184,"68,646","14,036","28,819",557,29,"1,388",-,"4,611",-,28,804,80,791,"5,672","5,621","916,286",2,746,798
300,2019-03-01,Otros,"72,683,546","16,067,327","7,043,718","18,104","3,337,355","218,908","196,438","234,136","528,820","18,655","1,033,027","158,702","36,607","838,577","1,156,475","1,109,093","190,614","811,819","225,193","126,654","38,891","9,424,902","115,283","395,132","804,549"
301,2019-03-01,Elaboración de productos de tabaco,"1,653,560","21,029","2,101",-,"2,746","1,606",-,-,120,523,"1,010,681","2,189",-,604,"458,582",831,"22,966","572,651",3,543,34,"1,165",499,95,644
302,2019-03-01,Producción de madera (31),"1,370,820","300,150","172,093","6,678","231,066","168,959","24,274","47,694","188,950","3,216","3,079","16,968","18,924","93,069","545,236","7,523","20,417","36,491","14,919","4,577","2,537","116,163","1,936","10,793","14,897"
303,2019-03-01,Fabricación de papel y de productos de papel,"8,050,025","2,591,375","642,955",169,"365,969",310,562,"2,848","5,860",-,"3,715",508,55,"18,010","2,645","49,338","5,634",753,"8,725","24,310",-,"678,549",263,"2,767","40,627"
304,2019-03-01,Edición e impresión (32),"2,472,228","794,712","129,652","1,539","117,883","7,573","9,404","19,841","17,581",828,"3,707","6,040",300,"91,743","10,165","22,459","4,007","43,678","10,550","8,190","2,425","70,529","3,640","6,283","9,831"
305,2019-03-01,Refinación del petróleo y comb. nuclear (33),"22,383,729","458,363","48,807","2,091","26,377","5,043","10,450","41,481","1,967",236,339,"20,980","1,481","57,404","4,050","887,740",36,"17,299",379,"3,920","1,630","194,953","53,420","5,485","554,590"
306,2019-03-01,Fabricación de prod. de caucho y plástico,"7,920,706","5,770,794","1,141,998",397,"812,822","1,871","21,622","4,740","119,307",94,"1,416","15,539","7,335","132,409","10,443","4,642","26,800","20,339","31,788","7,012",45,"834,529","4,009","351,978","21,612"
307,2019-03-01,Fabricación de prod. minerales no metálicos,"3,003,127","1,874,098","695,524","5,416","180,011","12,986","87,609","35,182","22,868","5,685","1,292","19,210",731,"74,960","33,954","38,794","77,806","47,737","85,243","33,340","3,347","477,354","17,003","9,913","83,160"
308,2019-03-01,Fabricación de metales comunes,"17,931,697","892,963","2,286,520",54,"477,722",44,"2,711","29,907","25,237","2,636","3,728","33,916",162,"148,510","11,749","4,595","2,270","4,852","13,032","1,651",225,"2,498,346",673,101,"40,454"
309,2019-03-01,Fabricación de prod. elaborados de metal (34),"5,264,861","2,548,307","789,695",407,"557,695","11,444","9,634","35,103","101,810","4,653","1,245","38,764",160,"141,575","42,160","59,273","18,294","13,351","42,853","11,307","8,130","4,178,005","2,236","3,978","30,682"
310,2019-03-01,Reciclamiento,"609,462","80,407","40,014",-,"7,891",813,61,801,"28,587",-,1,-,1,"2,183",-,"5,251",2,784,"11,643","22,027","17,589","5,468",35,"2,220",114
311,2019-03-01,Otras industrias manufactureras (35),"2,023,329","735,129","1,094,359","1,354","557,173","8,259","30,110","16,538","16,536",785,"3,826","4,588","7,457","78,110","37,490","28,646","12,383","53,884","6,058","9,775","2,929","369,843","31,568","1,519","7,940"
312,2019-03-01,"Electricidad, gas y agua","24,734,517","873,102","432,104","3,540","689,406","1,752","37,717","38,287","31,944","3,017","338,297","73,493","13,719","469,393","52,513","844,268","16,563","16,258","53,265","80,715","18,049","1,745,981","360,093","18,642","406,583"
313,2019-03-01,"Electricidad, gas, vapor y agua caliente","24,421,253","863,001","410,336","3,419","662,761","1,024","1,503","27,583","30,152","1,190","338,155","73,493","13,713","466,819","52,335","842,861","4,586","2,989","53,127","80,697","17,800","1,742,682","356,999","17,911","406,508"
314,2019-03-01,Energía eléctrica (36),"20,526,246","565,960","394,289","3,419","643,559","1,024","1,463","26,750","29,537","1,190","337,557","73,400","13,713","465,608","49,517","839,547","4,293","2,075","53,115","80,604","15,839","1,739,492","356,954","13,345","403,019"
315,2019-03-01,Gas (37),"3,875,042","289,633","15,007",-,"18,711",-,40,732,416,-,596,93,-,"1,055","2,771","3,258",221,915,-,94,"1,853","3,068",-,"4,566","3,475"
316,2019-03-01,Suministro de vapor y agua caliente,"19,965","7,407","1,040",-,491,-,-,101,199,-,2,-,-,156,47,55,73,-,12,-,108,123,45,-,15
317,2019-03-01,"Captación, depuración y distribución de agua","313,264","10,102","21,768",122,"26,645",728,"36,214","10,704","1,792","1,827",141,-,6,"2,573",178,"1,408","11,977","13,268",138,18,249,"3,299","3,093",731,75
318,2019-03-01,Construcción,"22,116,937","4,738,814","3,426,106","173,677","6,080,053","410,559","750,368","1,020,406","604,963","238,825","665,780","275,086","102,825","3,312,451","767,744","1,376,945","333,808","876,030","501,938","556,996","352,624","4,332,733","337,628","171,215","363,204"
319,2019-03-01,Comercio al por mayor y al por menor (38),"93,332,971","28,571,854","21,910,066","491,394","16,378,006","1,643,694","2,893,363","1,686,737","3,809,056","522,282","592,474","2,007,161","258,026","3,302,596","1,313,412","1,696,696","2,013,681","2,316,689","720,750","366,536","604,225","18,244,521","802,400","1,008,770","2,896,159"
320,2019-03-01,"Venta, mantenimiento y reparación de vehículos (39)","16,788,159","13,565,942","3,109,831","68,427","1,245,889","179,188","527,209","355,748","236,333","39,070","57,618","254,831","39,443","663,544","199,483","475,845","99,458","387,041","131,081","74,886","93,755","1,267,994","63,012","136,282","463,956"
321,2019-03-01,Comercio al por mayor (40),"46,171,824","9,350,926","12,527,727","82,897","10,400,643","634,972","1,001,431","278,574","1,894,674","148,010","135,925","764,883","49,537","1,171,702","459,860","751,047","1,321,225","904,441","141,412","99,938","68,081","10,613,142","202,949","175,846","1,577,338"
322,2019-03-01,Comercio al por menor (41),"30,372,988","5,654,987","6,272,509","340,070","4,731,473","829,534","1,364,723","1,052,414","1,678,050","335,202","398,930","987,446","169,047","1,467,350","654,070","469,805","592,998","1,025,205","448,258","191,712","442,389","6,363,386","536,440","696,643","854,863"
323,2019-03-01,Servicios,"198,914,927","25,267,730","21,151,565","401,824","14,219,792","1,555,393","2,326,776","2,097,971","4,754,031","447,863","1,825,515","1,920,982","907,707","12,700,989","1,876,215","5,402,110","1,944,828","1,512,679","2,210,967","996,262","1,946,513","16,515,830","679,228","1,184,574","2,895,557"
324,2019-03-01,Hotelería y restaurantes,"2,312,256","788,619","418,569","4,659","180,409","19,838","11,849","48,297","131,591","2,839","15,579","53,165","3,399","390,191","31,832","108,346","101,720","49,690","62,951","22,984","65,310","218,714","29,355","114,161","35,197"
325,2019-03-01,"Transportes, almacenamiento y comunicaciones","20,067,816","2,942,958","3,481,745","9,182","1,845,873","444,696","190,562","313,250","618,245","150,672","124,538","336,174","8,189","752,258","408,705","629,779","226,704","302,833","161,653","78,141","271,334","2,183,901","83,560","336,019","283,913"
326,2019-03-01,Transporte terrestre,"13,525,971","2,416,164","2,495,970","4,698","1,526,838","420,219","163,340","232,497","577,472","86,087","103,991","309,749","5,835","651,227","362,753","578,579","186,756","225,029","130,527","68,797","207,751","1,492,274","63,858","111,676","223,588"
327,2019-03-01,Transporte por vía acuática,"907,899","25,638","62,539",-,"1,092","3,263",243,984,"2,095",-,-,-,-,100,"16,488","1,492","3,042",134,183,18,"37,796","13,654",-,"2,693","4,885"
328,2019-03-01,Transporte aéreo,"237,360","22,283","8,195",-,"6,964",240,63,458,36,3,"1,056",60,-,"2,928",106,"1,027",686,610,8,59,705,"2,041",84,"2,323",765
329,2019-03-01,Servicios anexos al transporte (42),"3,126,463","279,533","744,444","3,783","194,906","15,206","20,995","68,278","22,353","13,754","7,022","3,927","1,686","69,163","24,380","34,500","32,705","67,563","22,572","6,913","20,301","608,015","7,584","57,425","46,486"
330,2019-03-01,Correos y telecomunicaciones,"2,270,123","199,341","170,598",700,"116,073","5,767","5,920","11,032","16,288","50,828","12,469","22,437",669,"28,841","4,979","14,181","3,516","9,497","8,364","2,354","4,782","67,917","12,035","161,903","8,188"
331,2019-03-01,Intermediación financiera y otros servicios financ.,"71,049,576","3,113,126","722,585","90,214","1,056,097","38,692","224,738","214,021","167,249","7,452","20,135","23,337",532,"143,609","28,018","2,037,330","25,654","49,294","19,720","13,475","17,095","2,351,610","13,753","60,620","201,702"
332,2019-03-01,Banco Central de la República Argentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333,2019-03-01,Entidades financieras autorizadas por el BCRA,"50,493,719","2,614,387","52,974",558,"28,407","4,251","6,844","178,433","60,526",18,"1,859",539,-,"6,642","2,507","79,783","2,700","2,151","1,075","1,157",880,"1,777,585","1,640","3,508","8,613"
334,2019-03-01,Seguros y admin. de fondos de jubil. y pens.,"746,373","154,079","190,411",881,"55,499","7,477","14,434","21,095","66,343","6,908","1,754","13,853",314,"35,714","8,276","13,611","8,267","11,251","3,387","3,749","2,720","101,155","4,273","7,939","8,866"
335,2019-03-01,Servicios auxiliares a la actividad financiera,"5,731,462","20,938","13,393",47,"11,130","1,219","181,399","2,065","16,463",-,895,242,85,"8,923","3,234","4,087","1,123","3,202","1,308",251,"3,392","43,785",65,"1,801","1,939"
336,2019-03-01,Otros servicios financieros,"14,078,021","323,722","465,808","88,728","961,060","25,745","22,060","12,427","23,917",526,"15,627","8,703",133,"92,329","14,003","1,939,850","13,564","32,690","13,950","8,319","10,103","429,085","7,775","47,372","182,283"
337,2019-03-01,"Inmobiliarios, empresariales y de alquiler","23,761,366","6,772,193","4,153,225","29,352","2,721,662","171,789","264,182","469,797","746,181","15,364","168,048","479,152","33,884","774,811","328,698","454,032","180,832","279,046","160,104","104,570","201,434","2,568,597","108,410","229,519","316,620"
338,2019-03-01,Inmobiliarios,"5,116,421","1,378,226","1,246,322","7,141","1,096,521","34,237","21,034","38,090","178,324","7,285","17,763","103,331","3,514","126,124","18,602","105,924","36,598","43,694","14,664","21,320","25,733","384,766","6,938","49,231","38,209"
339,2019-03-01,Alquiler de equipo de transporte,"491,105","112,388","53,693","1,877","22,556",451,"1,699","97,287","5,626",7,738,"4,055",15,"39,452","1,573","46,347","7,657","5,272","2,958","2,797","4,261","20,046","1,727","14,376","25,075"
340,2019-03-01,Informáticos y actividades conexas,"1,890,651","1,768,373","160,757",526,"146,078","6,984","6,263","19,448","39,460",576,"5,470","1,417","1,581","30,754","8,445","33,782","5,414","5,244","9,026","2,893","1,795","84,093","1,707","5,649","11,682"
341,2019-03-01,Investigación y desarrollo,"99,900","23,413","43,427",26,"119,855",952,"1,286","1,891","8,770",-,"3,043",664,92,"8,626","1,340","1,384",337,"8,365",868,"1,453","1,284","37,578",813,-,"2,891"
342,2019-03-01,Otros servicios empresariales,"16,163,288","3,489,794","2,649,025","19,781","1,336,652","129,165","233,900","313,080","514,001","7,495","141,035","369,685","28,682","569,855","298,739","266,596","130,827","216,471","132,588","76,106","168,360","2,042,115","97,225","160,265","238,763"
343,2019-03-01,"Administ. pública, defensa y seguridad social oblig.","15,041,757","439,995","4,494,930","62,541","818,901","1,027","153,822","44,067","167,471",1,"1,193,344","43,933","333,628","6,428,998",789,"122,133","310,040","12,829","261,657",815,"200,796","426,070","1,020","16,756","14,007"
344,2019-03-01,"Enseñanza, servicios sociales y de salud","10,011,108","2,099,058","1,683,944","38,813","1,322,844","168,381","173,895","293,462","948,276","19,716","118,918","282,283","23,749","459,751","112,891","428,064","275,147","171,317","266,246","92,143","239,103","851,610","138,609","121,771","325,336"
345,2019-03-01,Enseñanza,"1,833,307","450,108","240,065","1,325","438,974","27,875","18,963","27,754","399,503","2,151","35,244","248,873","5,381","105,477","44,568","38,676","60,998","40,117","45,214","8,935","82,362","79,629","18,788","24,381","61,849"
346,2019-03-01,Servicios sociales y de salud,"8,177,800","1,648,950","1,443,879","37,488","883,870","140,506","154,934","265,709","548,773","17,565","83,675","33,410","18,368","354,274","68,323","389,387","214,149","131,200","221,032","83,207","156,741","771,981","119,821","97,391","263,487"
347,2019-03-01,Otros,"56,671,051","9,111,780","6,196,566","167,064","6,274,007","710,971","1,307,729","715,076","1,975,019","251,819","184,953","702,939","504,327","3,751,371","965,281","1,622,426","824,731","647,670","1,278,635","684,135","951,440","7,915,328","304,520","305,726","1,718,784"
348,2019-03-01,Elimin. de desperdicios y aguas residuales (43),"1,733,125","72,592","61,899",6,"56,562","1,143",98,"9,595","4,534",227,560,379,-,"4,040","1,156","140,475","1,719","1,280","1,687","5,193","16,206","267,632","6,264","11,921","4,784"
349,2019-03-01,Esparcimiento y servicios culturales y deportivos,"3,275,231","266,840","198,983","1,234","96,454","40,469","16,197","23,534","105,436","1,082","15,094","2,737",952,"117,364","26,704","26,661","26,931","17,487","688,918","4,192","278,715","172,572","10,132","16,843","13,288"
350,2019-03-01,Otras asociaciones,"1,912,505","375,044","114,642","2,164","193,127","13,869","831,661","10,163","24,554","1,114","3,301","6,130","3,526","186,405","8,746","398,848","12,129","39,488","29,028","1,115","12,405","100,511","2,835","9,308","334,687"
351,2019-03-01,Organizaciones y órganos extraterritoriales,"8,512","2,205",829,-,838,138,-,176,970,-,122,-,-,78,154,73,138,277,58,166,239,"17,279",12,83,"7,706"
352,2019-03-01,Otros servicios,"49,741,678","8,395,099","5,820,211","163,660","5,927,026","655,353","459,775","671,608","1,839,525","249,396","165,876","693,693","499,849","3,443,485","928,520","1,056,370","783,815","589,139","558,944","673,468","643,875","7,357,334","285,277","267,571","1,358,319"
353,2019-03-01,Total de actividades económicas,"1,018,984,050","242,884,069","233,673,486","5,201,973","146,528,843","16,547,235","18,599,643","23,223,630","31,127,671","7,756,939","14,811,684","14,877,514","5,909,389","57,635,574","24,303,764","34,672,786","17,038,187","32,512,319","11,125,926","8,297,990","10,271,572","177,419,608","13,413,910","14,527,375","38,488,211"
354,2019-01-01,No identificada,"26,974,120","9,158,666","6,711,623","85,628","6,324,523","178,951","204,173","319,949","134,054","11,217","145,413","109,750","19,128","831,281","117,054","2,396,118","247,677","302,790","213,217","161,243","89,184","1,296,099","120,944","253,947","412,051"
355,2019-01-01,Personas físicas en relación de dependencia laboral,"230,870,270","118,521,385","113,599,367","3,694,127","49,840,982","9,362,799","9,517,958","14,715,542","12,786,817","6,295,851","8,176,772","5,982,024","3,336,567","22,424,979","15,495,741","16,565,212","8,863,916","20,197,839","5,368,163","3,922,915","6,756,478","50,780,821","10,827,441","7,942,429","21,983,749"
356,2019-01-01,Producción primaria,"160,995,885","8,565,162","39,422,420","261,349","31,618,771","2,432,366","2,180,896","2,275,232","5,407,062","139,656","866,566","3,782,685","543,675","6,407,597","788,951","4,820,749","2,441,004","4,356,618","1,040,370","1,466,733","267,187","40,556,307","510,731","41,984","5,663,664"
357,2019-01-01,"Agricultura, ganadería, caza y silvicultura","77,272,923","8,004,964","38,102,468","246,721","31,019,204","2,385,292","2,171,337","398,831","5,329,795","139,476","665,939","3,728,065","541,048","5,681,130","774,680","315,043","2,320,458","4,276,861","713,367","1,425,741","81,396","40,080,270","485,431","14,636","4,999,223"
